# Program:featureCounts v2.0.7; Command:"featureCounts" "-a" "gtf_test.gtf" "-o" "SRR23584814_small_counts.txt" "SRR23584814_small_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR23584814_small_Aligned.sortedByCoord.out.bam
ENSG00000186827.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1146706;1146720;1147084;1147322;1147322;1147399;1148018;1148018;1148018;1148372;1148372;1148372;1148775;1149043;1149363;1149363	1147005;1147212;1147212;1147518;1147518;1147518;1148084;1148084;1148084;1148473;1148473;1149165;1148878;1149165;1149518;1149512	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1721	0
ENSG00000078808.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1152288;1152311;1152311;1152312;1152314;1153838;1153838;1153838;1153838;1153838;1153903;1154149;1154149;1154149;1154149;1154149;1156079;1158624;1158624;1158624;1158624;1158624;1159212;1159212;1159212;1159212;1159212;1162652;1163848;1163848;1163848;1163848;1163848;1163848;1167272;1167272;1167272;1167272;1167272	1153068;1153184;1153184;1153068;1153068;1154013;1154013;1155673;1154013;1154013;1154013;1154385;1156731;1154307;1154323;1154307;1156110;1158737;1158737;1158737;1158737;1158737;1159348;1159348;1159348;1159348;1159348;1162699;1164326;1164326;1163976;1164326;1164326;1164326;1167348;1167370;1167411;1167411;1167381	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4709	0
ENSG00000176022.3	chr1	1167629	1170421	+	2793	0
ENSG00000184163.3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1177826;1177829;1177833;1178215;1178215;1178215;1178442;1178442;1178646;1178824;1179334;1179334;1179361;1179571;1179761;1179761;1179761;1181894	1178026;1178026;1178026;1178293;1178293;1178538;1178532;1178843;1178932;1178932;1179655;1179485;1179655;1179655;1180104;1179798;1179877;1182102	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1794	0
ENSG00000260179.1	chr1	1185157	1186714	-	1558	0
ENSG00000160087.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1189289;1189294;1189850;1190285;1190285;1190365;1190428;1190544;1190558;1190644;1190648;1190775;1190819;1191425;1191425;1191425;1191425;1191425;1191425;1191425;1191425;1191425;1191425;1191425;1191425;1191425;1191429;1192372;1192372;1192372;1192372;1192372;1192372;1192372;1192372;1192372;1192372;1192372;1192372;1192372;1192372;1192391;1192429;1192502;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192588;1192607;1192650;1197550;1197649;1197649;1198233;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1198726;1200163;1200163;1201478;1201478;1201478;1203113;1203113;1203113;1203113;1203242;1203242;1203242;1203242;1203242;1203242;1203242;1203242;1203242;1203242;1203242;1203242;1206890;1208233;1208757;1208879;1208879;1208879;1209046;1209046;1209046;1209046;1209046;1209046;1209046;1209046;1209046;1209046;1209046;1209046;1209046;1209046	1190867;1190867;1190867;1190867;1190867;1190867;1190867;1190867;1190867;1190867;1190867;1190867;1190867;1191505;1191505;1191505;1191505;1191715;1191505;1191505;1191505;1191505;1191505;1191505;1191505;1191505;1191505;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192510;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1192690;1197770;1197770;1197770;1198766;1198766;1198766;1198949;1198766;1198766;1198766;1198766;1198766;1198766;1198766;1198766;1198766;1198766;1198766;1198766;1198766;1198766;1198766;1200210;1200210;1201670;1201503;1201670;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1203372;1207017;1208851;1209224;1209217;1209170;1209106;1209217;1209234;1209234;1209213;1209195;1209207;1209229;1209213;1209244;1209235;1209244;1209265;1209234;1209233	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4712	0
ENSG00000230415.1	chr1;chr1;chr1;chr1;chr1	1210603;1210617;1214448;1214448;1215691	1210679;1210679;1214773;1214528;1215800	+;+;+;+;+	513	0
ENSG00000162572.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1215816;1215852;1215968;1216606;1216606;1216791;1216791;1217305;1217489;1217497;1217544;1217576;1217622;1217622;1217622;1217656;1219358;1219358;1219358;1219358;1219358;1219358;1219358;1220951;1220951;1220951;1221306;1221306;1221306;1221306;1221306;1221306;1222148;1222148;1222148;1222148;1222148;1222489;1222489;1222489;1222489;1222489;1222489;1222888;1222888;1222888;1222888;1222888;1222888;1223053;1223053;1223053;1223053;1223053;1223319;1223319;1223319;1223319;1223319;1223319;1225651;1225651;1225651;1225651;1225651;1225651;1225857;1225857;1225857;1225857;1225857;1225857;1226017;1226017;1226017;1226017;1226017;1226017;1226275;1226275;1226275;1226275;1226275;1226275;1226445;1226445;1226445;1226445;1226445;1226634;1226634;1226634;1226634;1226634	1216046;1216046;1216990;1216677;1216677;1216990;1216990;1217390;1217695;1217699;1217567;1217695;1217695;1217695;1217695;1217695;1219470;1219470;1219470;1219470;1219470;1219470;1219470;1220977;1221044;1221044;1221658;1221658;1221548;1221658;1221658;1221658;1222355;1222355;1222355;1222355;1222355;1222679;1222679;1222679;1222679;1222679;1222679;1223216;1222976;1222976;1222976;1222976;1222976;1223216;1223216;1223216;1223216;1223216;1223417;1223417;1223417;1223417;1223417;1223417;1225768;1225768;1225768;1225768;1225768;1225768;1225935;1225935;1225935;1225935;1225935;1225935;1226074;1226074;1226074;1226074;1226074;1226074;1226323;1226333;1226333;1226333;1226333;1226333;1226520;1226520;1226520;1226520;1226520;1227409;1227404;1227404;1226753;1227399	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4025	0
ENSG00000131584.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1227756;1227764;1227770;1228250;1229203;1229203;1229203;1229203;1229470;1229470;1229470;1229470;1229782;1229782;1229782;1229782;1229879;1230098;1230098;1230098;1230827;1230827;1230827;1230827;1231116;1231116;1231116;1231116;1231395;1231395;1231395;1231395;1231591;1231591;1231591;1231591;1231805;1231805;1231805;1231805;1231816;1231846;1233202;1233202;1233202;1233202;1233202;1233202;1233217;1233393;1233393;1233393;1233393;1233393;1233393;1233393;1233565;1233750;1233750;1233750;1233750;1233750;1233947;1233947;1233947;1233947;1233947;1234124;1234725;1234725;1234725;1234725;1235211;1235211;1235211;1235353;1235353;1235353;1235353;1235538;1235538;1235538;1235538;1235576;1235889;1235889;1235889;1235889;1235889;1236828;1237236;1237368;1237368;1237368;1237368;1237368;1238302;1238302;1238302;1238302;1238302;1238302;1238302;1238542;1238542;1238542;1238542;1238542;1238542;1238542;1238590;1239466;1239466;1239466;1239466;1239466;1239466;1239466;1242452;1242717;1243149;1243149;1243149;1243149;1243149;1244822	1229088;1229088;1229088;1229088;1229313;1229313;1229313;1229313;1229579;1229579;1229579;1229579;1230008;1230008;1230008;1230008;1230008;1230388;1230196;1230196;1230934;1230934;1230934;1230934;1231318;1231318;1231318;1231318;1231489;1231489;1231489;1231489;1231660;1231660;1231660;1231660;1232013;1232013;1232013;1232013;1232013;1232013;1233313;1233313;1233313;1233313;1233313;1233313;1233313;1233493;1233493;1233621;1233493;1233493;1233493;1233493;1233645;1233801;1233801;1233801;1233801;1233801;1234059;1234335;1234059;1234059;1234059;1235285;1234997;1234736;1234736;1234736;1235285;1235285;1235285;1235448;1235448;1235448;1235448;1235582;1235582;1235582;1235582;1235582;1236072;1236072;1236072;1236072;1236072;1237426;1237426;1237426;1237426;1237426;1237426;1237426;1238355;1238355;1238355;1238355;1238355;1238355;1238355;1238661;1240281;1238661;1238661;1238661;1238661;1238661;1238661;1239523;1239523;1239523;1239523;1241309;1239523;1239523;1242536;1242763;1243198;1243210;1243201;1243269;1243398;1244989	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8809	0
ENSG00000169972.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1243947;1243991;1244168;1244201;1244295;1244466;1244466;1244466;1244466;1244615;1244834;1244834;1244834;1244834;1245061;1245061;1245086;1245416;1246014;1246014;1246014;1246289;1246289;1246289;1246710;1246710	1244100;1244100;1244352;1244352;1244352;1244653;1244653;1245220;1244653;1244653;1245194;1244983;1244983;1244983;1245231;1245231;1245231;1246451;1246068;1246068;1246068;1246449;1246408;1246451;1247056;1247057	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2489	0
ENSG00000127054.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1246965;1246977;1246978;1246980;1246981;1246982;1246986;1246986;1246986;1246986;1246986;1247007;1247199;1247203;1247203;1247398;1247398;1247398;1247398;1247398;1247398;1247398;1247398;1247398;1247398;1247398;1247398;1247398;1247398;1247398;1247460;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247606;1247640;1247645;1247664;1247666;1247820;1247820;1247820;1247820;1247820;1247820;1247820;1247820;1247820;1247820;1247820;1247820;1247820;1247820;1247820;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1247973;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248167;1248319;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248415;1248439;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248889;1248926;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249112;1249125;1249516;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249681;1249693;1249793;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250204;1250206;1250207;1250258;1250296;1250298;1250384;1250526;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250784;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250900;1250940;1251537;1254059;1254061;1254077;1254440;1254452;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254676;1254686;1254727;1254761;1254761;1254783;1254850;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255836;1255858;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1256376;1257288;1257288;1257288;1257288;1257288;1258151;1258272;1258272;1258272;1258527;1258561;1258561;1258561;1258561;1258561;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961;1259961	1247304;1247304;1247304;1247304;1247304;1247304;1247304;1247304;1247304;1247304;1247304;1247304;1247304;1247304;1247304;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247527;1247881;1247748;1247748;1247748;1247748;1247748;1247748;1247748;1247748;1247881;1247748;1247748;1247748;1248080;1247748;1247748;1248329;1247748;1247748;1247748;1247881;1247881;1247881;1247881;1247881;1247881;1247881;1247881;1247881;1247881;1247881;1247881;1247881;1247881;1247881;1248329;1248080;1248080;1248504;1248080;1248080;1248080;1248080;1248080;1248080;1248080;1248080;1248329;1248080;1248080;1248080;1248080;1248080;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248329;1248504;1248504;1248504;1248504;1248504;1248504;1248504;1248504;1248504;1248504;1248504;1248504;1248504;1248504;1248972;1248504;1248504;1248504;1248504;1248972;1248504;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1248972;1249301;1249301;1249301;1249301;1249130;1249301;1249145;1249160;1249205;1249301;1249301;1249301;1249301;1249301;1249301;1249301;1249485;1250550;1249301;1249301;1249301;1249301;1249301;1249301;1249745;1249745;1249745;1250044;1249745;1249745;1249745;1249745;1249745;1249745;1249745;1249745;1249745;1249745;1249745;1249745;1249745;1249745;1249745;1250342;1250521;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250342;1250813;1250342;1250342;1250342;1250342;1250342;1250818;1250998;1250818;1250818;1250818;1250818;1250818;1250818;1250818;1250981;1250818;1250818;1250818;1250818;1250818;1250818;1250818;1250818;1250818;1250818;1250818;1250818;1250998;1250998;1250998;1250998;1250998;1250998;1250998;1251077;1250988;1250998;1250998;1250998;1250998;1250932;1250998;1250998;1250998;1250998;1250998;1250998;1250998;1250998;1250998;1252830;1254904;1254904;1256473;1255085;1254904;1254904;1254904;1254904;1254904;1254904;1254813;1254904;1254726;1254904;1254904;1254904;1254904;1254904;1254904;1254813;1254904;1254904;1255265;1254904;1255223;1254904;1255085;1255909;1256062;1255909;1256062;1255909;1256473;1255909;1255909;1255909;1256285;1255909;1255909;1255909;1255909;1255909;1255909;1255909;1255909;1255909;1255909;1255909;1255909;1256473;1255909;1255909;1256473;1256473;1256473;1256473;1256473;1256473;1256476;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1256473;1257360;1257364;1257364;1257364;1257364;1258667;1258667;1258667;1258667;1258667;1258667;1258667;1258667;1258667;1258667;1260038;1259993;1260040;1259983;1260040;1260022;1260029;1260051;1260038;1259991;1260046;1260067;1260038;1260039;1260017;1260051;1260005;1260040;1260038;1260009;1260010;1260028;1260017;1260046;1260050;1260008;1259989;1260033;1260030;1260017;1260053;1260001;1260071	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8220	0
ENSG00000240731.1	chr1;chr1	1252961;1254003	1253279;1254069	-;-	386	0
ENSG00000224051.2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1260136;1260147;1260621;1262216;1262216;1262621;1262621;1262621	1260482;1260482;1260975;1262412;1262412;1264277;1262851;1263374	+;+;+;+;+;+;+;+	2556	0
ENSG00000169962.4	chr1;chr1;chr1;chr1;chr1;chr1	1266694;1267018;1267404;1268301;1268639;1268886	1266916;1267318;1268186;1268504;1268759;1270686	+;+;+;+;+;+	3433	0
ENSG00000107404.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1270656;1270656;1273357;1273357;1273649;1273649;1273902;1273902;1274667;1274742;1274962;1274962;1275116;1275116;1275418;1275418;1275627;1275627;1275790;1275790;1277047;1277047;1277150;1277433;1277433;1277743;1277743;1277743;1278069;1278069;1278069;1284276;1284276;1284276	1271895;1271895;1273563;1273563;1273816;1273816;1274033;1274033;1274819;1274819;1275029;1275029;1275192;1275192;1275557;1275557;1275696;1275696;1275883;1275883;1277185;1277185;1277536;1277536;1277536;1277864;1277864;1277864;1278138;1278138;1278138;1284335;1284730;1284492	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3486	0
ENSG00000162576.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1288069;1288071;1288072;1288072;1288072;1288572;1288595;1288819;1289228;1289228;1289228;1289228;1289228;1289228;1289410;1289410;1289410;1289410;1289410;1289410;1289410;1289410;1289573;1289573;1289573;1289573;1289573;1289573;1289573;1289573;1289734;1289734;1289734;1289734;1289734;1290062;1290062;1290062;1290062;1290062;1290384;1290463;1290624;1290624;1290624;1290624;1290624;1290830;1290830;1290830;1290830;1292061;1292061;1292061;1292061;1293836;1293836;1293836;1296622	1289009;1289009;1289009;1288712;1289009;1289308;1289308;1289009;1289308;1289308;1289308;1289308;1289326;1289308;1289486;1289486;1289486;1289486;1289486;1289486;1289486;1289486;1289627;1289889;1289612;1289612;1289612;1289612;1289612;1289644;1289854;1289889;1289889;1289889;1289889;1290396;1290532;1290532;1290532;1290532;1290725;1290532;1290892;1290725;1290725;1290725;1290725;1290892;1291132;1291132;1291132;1292084;1292084;1292084;1292084;1293920;1293923;1293915;1297157	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3371	0
